sentence,key_point,stance,label
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,homeless population grows and spreads out.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,"privatize utilities, energy, water, etc.",-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Code issues are hurting the city.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,MAKE TAXES MORE AFFORDABLE.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,TAKE BETTER CARE OF THE HOMELESS!,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,WATER CONSERVATION IS A PRIORITY.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,QUALITY OF LIFE FOR RETIREES,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Police are overusing and abusing authority,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,CRIME IS ON THE INCREASE.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,ADA COMPLIANCE IS LACKING,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,You can't make affordable housing by subsidy.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Better training of utility employees!!,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,"Effective, affordable ride-share networks are critical.",-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,More affordable apartments for senior independent living,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Gentrification is out of control.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,We need cleaner streets/roads,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,PROVIDE MORE GREEN SPACE,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,The city is becoming extremely unaffordable.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,This city needs more motor vehicle traffic lanes!!,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Traffic congestion needs major improvement,-1,1
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Austin needs better public transportation,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Austin needs more affordable housing,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,security is top priority,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,-1
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,We need to manage growth better.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Real estate taxes are too high,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Please provide safety for cyclists.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Utilities are too high.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,ROAD QUALITY IS POOR,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,We need infrastructure to support rapid growth,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Affordable housing for low income /working families,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Growth needs to pay for itself.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,The police are too reactive and authoritarian.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Embrace growth and innovation!,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,homeless population grows and spreads out.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,"privatize utilities, energy, water, etc.",-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Code issues are hurting the city.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,MAKE TAXES MORE AFFORDABLE.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,WATER CONSERVATION IS A PRIORITY.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,QUALITY OF LIFE FOR RETIREES,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Police are overusing and abusing authority,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,CRIME IS ON THE INCREASE.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,ADA COMPLIANCE IS LACKING,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,You can't make affordable housing by subsidy.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Better training of utility employees!!,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,"Effective, affordable ride-share networks are critical.",-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,More affordable apartments for senior independent living,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,Gentrification is out of control.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,We need cleaner streets/roads,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,PROVIDE MORE GREEN SPACE,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,The city is becoming extremely unaffordable.,-1,0
I'd love to live in South Austin (cheaper & more culture) but I work up north and the commute nearly killed me.,This city needs more motor vehicle traffic lanes!!,-1,0
More green and solar projects and investment!,Traffic congestion needs major improvement,-1,0
More green and solar projects and investment!,Austin needs better public transportation,-1,0
More green and solar projects and investment!,Austin needs more affordable housing,-1,0
More green and solar projects and investment!,security is top priority,-1,0
More green and solar projects and investment!,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
More green and solar projects and investment!,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
More green and solar projects and investment!,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
More green and solar projects and investment!,We need to manage growth better.,-1,0
More green and solar projects and investment!,Real estate taxes are too high,-1,0
More green and solar projects and investment!,Please provide safety for cyclists.,-1,0
More green and solar projects and investment!,Utilities are too high.,-1,0
More green and solar projects and investment!,ROAD QUALITY IS POOR,-1,0
More green and solar projects and investment!,We need infrastructure to support rapid growth,-1,0
More green and solar projects and investment!,Affordable housing for low income /working families,-1,0
More green and solar projects and investment!,Growth needs to pay for itself.,-1,0
More green and solar projects and investment!,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
More green and solar projects and investment!,The police are too reactive and authoritarian.,-1,0
More green and solar projects and investment!,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
More green and solar projects and investment!,Embrace growth and innovation!,-1,1
More green and solar projects and investment!,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
More green and solar projects and investment!,homeless population grows and spreads out.,-1,0
More green and solar projects and investment!,"privatize utilities, energy, water, etc.",-1,0
More green and solar projects and investment!,Code issues are hurting the city.,-1,0
More green and solar projects and investment!,MAKE TAXES MORE AFFORDABLE.,-1,0
More green and solar projects and investment!,TAKE BETTER CARE OF THE HOMELESS!,-1,0
More green and solar projects and investment!,WATER CONSERVATION IS A PRIORITY.,-1,0
More green and solar projects and investment!,QUALITY OF LIFE FOR RETIREES,-1,0
More green and solar projects and investment!,Police are overusing and abusing authority,-1,0
More green and solar projects and investment!,CRIME IS ON THE INCREASE.,-1,0
More green and solar projects and investment!,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
More green and solar projects and investment!,ADA COMPLIANCE IS LACKING,-1,0
More green and solar projects and investment!,You can't make affordable housing by subsidy.,-1,0
More green and solar projects and investment!,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
More green and solar projects and investment!,Better training of utility employees!!,-1,0
More green and solar projects and investment!,"Effective, affordable ride-share networks are critical.",-1,0
More green and solar projects and investment!,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
More green and solar projects and investment!,More affordable apartments for senior independent living,-1,0
More green and solar projects and investment!,Gentrification is out of control.,-1,0
More green and solar projects and investment!,We need cleaner streets/roads,-1,0
More green and solar projects and investment!,PROVIDE MORE GREEN SPACE,-1,1
More green and solar projects and investment!,The city is becoming extremely unaffordable.,-1,0
More green and solar projects and investment!,This city needs more motor vehicle traffic lanes!!,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Traffic congestion needs major improvement,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Austin needs better public transportation,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Austin needs more affordable housing,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",security is top priority,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",We need to manage growth better.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Real estate taxes are too high,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Please provide safety for cyclists.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Utilities are too high.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",ROAD QUALITY IS POOR,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",We need infrastructure to support rapid growth,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Affordable housing for low income /working families,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Growth needs to pay for itself.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",HOUSING PRICES ARE OUT OF CONTROL.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",The police are too reactive and authoritarian.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Embrace growth and innovation!,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",homeless population grows and spreads out.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program","privatize utilities, energy, water, etc.",-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Code issues are hurting the city.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",MAKE TAXES MORE AFFORDABLE.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",TAKE BETTER CARE OF THE HOMELESS!,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",WATER CONSERVATION IS A PRIORITY.,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",QUALITY OF LIFE FOR RETIREES,-1,0
"Stop building toll roads, Increase income limits on down payment assistance program",Police are overusing and abusing authority,-1,0
