prefix,topic,text,set,model,plausibility_score,plausibility_label,stance_conf,stance_label,combined_label
We should increase international volunteering,We should increase international volunteering,international volunteering is the way forward for the world's most vulnerable peoples,dev,GPT-2-LN,1,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,international volunteerism is a positive trend.,dev,GPT-2-LN,1,Yes,1,Pro,1
International volunteering is when volunteers contribute their time to work for organisations or causes outside their respective home countries. We should increase international volunteering,We should increase international volunteering,International Volunteerism is a powerful tool for engaging and motivating millions of people to speak out against violence and injustice,dev,GPT-2-LN-FWS,0.714285714,Yes,1,Pro,1
International volunteering is when volunteers contribute their time to work for organisations or causes outside their respective home countries. We should increase international volunteering,We should increase international volunteering,International volunteerism is a vital and vital service that is critical to the lives of millions of volunteers who help us achieve our objectives,dev,GPT-2-LN-FWS,0,No,,,0
We should increase international volunteering,We should increase international volunteering,International volunteerism plays a vital role in the work of the Red Cross Society,dev,GPT-2-LN,1,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,international volunteers are a big help to the poor in third world countries,dev,GPT-2-RANK-CE,1,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,international volunteers are an incredible asset for nongovernmental organizations around the world.  they bring new people with them who will bring new ideas with them.,dev,GPT-2-RANK-CE,0.857142857,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,international volunteers can play a critical role in helping to ensure the survival of innocent civilians,dev,GPT-2-LN,1,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,international volunteers need to be more involved in their countries because they usually have less structured work and are more likely to get involved with their local communities,dev,GPT-2-RANK,0.428571429,No,,,0
International volunteering is when volunteers contribute their time to work for organisations or causes outside their respective home countries. We should increase international volunteering,We should increase international volunteering,many international organizations depend on the support of volunteers to thrive and they should not be forced to rely on government subsidies,dev,GPT-2-RANK-FWS,0.857142857,Yes,0.571428571,Pro,1
We should increase international volunteering,We should increase international volunteering,the amount of international volunteer work is limited and puts a lot of people out of work,dev,GPT-2-RANK,0.142857143,No,,,0
International volunteering is when volunteers contribute their time to work for organisations or causes outside their respective home countries. We should increase international volunteering,We should increase international volunteering,the international community has an opportunity to work together to address the root causes of terrorism,dev,GPT-2-LN-FWS,1,Yes,0.714285714,Neither,0
International volunteering is when volunteers contribute their time to work for organisations or causes outside their respective home countries. We should increase international volunteering,We should increase international volunteering,the international community's demand for international cooperation in fighting poverty is not only morally and economically justified but also critically important to the long-term stability of the countries in the region,dev,GPT-2-LN-FWS,1,Yes,0.571428571,Pro,1
We should increase international volunteering,We should increase international volunteering,the international volunteer network is an important one,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,the international volunteering movement is a good way to help the world transform the future of the young people's world,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,The main reason we don't subsidize international volunteerism is because we don't have the money,dev,GPT-2-ALL,1,Yes,0.571428571,Neither,0
