Label (-/P/C/?) ,Concept,Category/List Page Title,URL
P,Marxism,Category:New_Zealand_communists,https://en.wikipedia.org/wiki/Category:New_Zealand_communists
P,Marxism,Category:Pakistani_communists,https://en.wikipedia.org/wiki/Category:Pakistani_communists
P,Marxism,Category:Pakistani_Marxists,https://en.wikipedia.org/wiki/Category:Pakistani_Marxists
P,Marxism,Category:Peasants_and_Workers_Party_of_India_politicians,https://en.wikipedia.org/wiki/Category:Peasants_and_Workers_Party_of_India_politicians
P,Marxism,Category:Peruvian_communists,https://en.wikipedia.org/wiki/Category:Peruvian_communists
P,Marxism,Category:Polish_communists,https://en.wikipedia.org/wiki/Category:Polish_communists
P,Marxism,Category:Polish_Marxists,https://en.wikipedia.org/wiki/Category:Polish_Marxists
P,Marxism,Category:Romanian_communists,https://en.wikipedia.org/wiki/Category:Romanian_communists
P,Marxism,Category:Romanian_Marxist_historians,https://en.wikipedia.org/wiki/Category:Romanian_Marxist_historians
P,Marxism,Category:Romanian_Marxists,https://en.wikipedia.org/wiki/Category:Romanian_Marxists
P,Marxism,Category:Russian_communists,https://en.wikipedia.org/wiki/Category:Russian_communists
P,Marxism,Category:Russian_Marxist_historians,https://en.wikipedia.org/wiki/Category:Russian_Marxist_historians
P,Marxism,Category:Russian_Marxists,https://en.wikipedia.org/wiki/Category:Russian_Marxists
P,Marxism,Category:Russian_Social_Democratic_Labour_Party_members,https://en.wikipedia.org/wiki/Category:Russian_Social_Democratic_Labour_Party_members
P,Marxism,Category:Russian_Trotskyists,https://en.wikipedia.org/wiki/Category:Russian_Trotskyists
P,Marxism,Category:Scholars_of_Marxism,https://en.wikipedia.org/wiki/Category:Scholars_of_Marxism
P,Marxism,Category:Slovenian_communists,https://en.wikipedia.org/wiki/Category:Slovenian_communists
P,Marxism,Category:Slovenian_Marxists,https://en.wikipedia.org/wiki/Category:Slovenian_Marxists
P,Marxism,Category:Social_Democracy_of_the_Kingdom_of_Poland_and_Lithuania_politicians,https://en.wikipedia.org/wiki/Category:Social_Democracy_of_the_Kingdom_of_Poland_and_Lithuania_politicians
P,Marxism,Category:Socialist_Workers'_Party_of_Germany_politicians,https://en.wikipedia.org/wiki/Category:Socialist_Workers'_Party_of_Germany_politicians
P,Marxism,Category:Soviet_Marxist_historians,https://en.wikipedia.org/wiki/Category:Soviet_Marxist_historians
P,Marxism,Category:Spanish_communists,https://en.wikipedia.org/wiki/Category:Spanish_communists
-,Marxism,Category:Structuralism,https://en.wikipedia.org/wiki/Category:Structuralism
P,Marxism,Category:Swedish_communists,https://en.wikipedia.org/wiki/Category:Swedish_communists
P,Marxism,Category:Turkish_communists,https://en.wikipedia.org/wiki/Category:Turkish_communists
P,Marxism,Category:Turkish_Marxists,https://en.wikipedia.org/wiki/Category:Turkish_Marxists
P,Marxism,Category:Ukrainian_communists,https://en.wikipedia.org/wiki/Category:Ukrainian_communists
P,Marxism,Category:Ukrainian_Marxists,https://en.wikipedia.org/wiki/Category:Ukrainian_Marxists
P,Marxism,Category:Ukrainian_Social_Democratic_Labour_Party_politicians,https://en.wikipedia.org/wiki/Category:Ukrainian_Social_Democratic_Labour_Party_politicians
P,Marxism,Category:Workers_and_Peasants'_Socialist_Party_politicians,https://en.wikipedia.org/wiki/Category:Workers_and_Peasants'_Socialist_Party_politicians
P,Marxism,List_of_chief_ministers_from_the_Communist_Party_of_India_(Marxist),https://en.wikipedia.org/wiki/List_of_chief_ministers_from_the_Communist_Party_of_India_(Marxist)
P,Marxism,List_of_contributors_to_Marxist_theory,https://en.wikipedia.org/wiki/List_of_contributors_to_Marxist_theory
X,Mind control,Category:Brainwashing_theory_proponents,https://en.wikipedia.org/wiki/Category:Brainwashing_theory_proponents
P,Mind control,Category:Deprogrammers,https://en.wikipedia.org/wiki/Category:Deprogrammers
P,Mind control,Category:Exit_counselors,https://en.wikipedia.org/wiki/Category:Exit_counselors
P,Mind control,Category:Mind_control_theorists,https://en.wikipedia.org/wiki/Category:Mind_control_theorists
-,Mind control,Category:Project_MKULTRA,https://en.wikipedia.org/wiki/Category:Project_MKULTRA
P,Mining,Category:American_gold_prospectors,https://en.wikipedia.org/wiki/Category:American_gold_prospectors
P,Mining,Category:American_miners,https://en.wikipedia.org/wiki/Category:American_miners
P,Mining,Category:American_mining_engineers,https://en.wikipedia.org/wiki/Category:American_mining_engineers
C,Mining,Category:Anti-uranium_activists,https://en.wikipedia.org/wiki/Category:Anti-uranium_activists
P,Mining,Category:Australian_miners,https://en.wikipedia.org/wiki/Category:Australian_miners
P,Mining,Category:Australian_mining_engineers,https://en.wikipedia.org/wiki/Category:Australian_mining_engineers
P,Mining,Category:Australian_mining_entrepreneurs,https://en.wikipedia.org/wiki/Category:Australian_mining_entrepreneurs
P,Mining,Category:Barrick_Gold,https://en.wikipedia.org/wiki/Category:Barrick_Gold
P,Mining,Category:Belgian_mining_engineers,https://en.wikipedia.org/wiki/Category:Belgian_mining_engineers
-,Mining,Category:Blood_diamonds,https://en.wikipedia.org/wiki/Category:Blood_diamonds
P,Mining,Category:British_mining_engineers,https://en.wikipedia.org/wiki/Category:British_mining_engineers
P,Mining,Category:Businesspeople_in_metals,https://en.wikipedia.org/wiki/Category:Businesspeople_in_metals
P,Mining,Category:Businesspeople_in_mining,https://en.wikipedia.org/wiki/Category:Businesspeople_in_mining
P,Mining,Category:Canadian_miners,https://en.wikipedia.org/wiki/Category:Canadian_miners
P,Mining,Category:Canadian_mining_engineers,https://en.wikipedia.org/wiki/Category:Canadian_mining_engineers
-,Mining,Category:Canadian_Mining_Hall_of_Fame,https://en.wikipedia.org/wiki/Category:Canadian_Mining_Hall_of_Fame
?,Mining,Category:Coal_miners,https://en.wikipedia.org/wiki/Category:Coal_miners
-,Mining,Category:Coal_mining_in_the_United_States,https://en.wikipedia.org/wiki/Category:Coal_mining_in_the_United_States
-,Mining,Category:Colorado_Mining_Boom,https://en.wikipedia.org/wiki/Category:Colorado_Mining_Boom
-,Mining,Category:Colorado_School_of_Mines,https://en.wikipedia.org/wiki/Category:Colorado_School_of_Mines
?,Mining,Category:Data_miners,https://en.wikipedia.org/wiki/Category:Data_miners
?,Mining,Category:English_miners,https://en.wikipedia.org/wiki/Category:English_miners
P,Mining,Category:French_mining_engineers,https://en.wikipedia.org/wiki/Category:French_mining_engineers
P,Mining,Category:German_mining_engineers,https://en.wikipedia.org/wiki/Category:German_mining_engineers
-,Mining,Category:History_of_mining,https://en.wikipedia.org/wiki/Category:History_of_mining
-,Mining,Category:Illegal_mining_in_India,https://en.wikipedia.org/wiki/Category:Illegal_mining_in_India
P,Mining,Category:Indian_businesspeople_in_coal,https://en.wikipedia.org/wiki/Category:Indian_businesspeople_in_coal
P,Mining,Category:Indian_businesspeople_in_mining,https://en.wikipedia.org/wiki/Category:Indian_businesspeople_in_mining
P,Mining,Category:Joel_family,https://en.wikipedia.org/wiki/Category:Joel_family
P,Mining,Category:Mining_engineers,https://en.wikipedia.org/wiki/Category:Mining_engineers
-,Mining,Category:Mining_in_Cornwall,https://en.wikipedia.org/wiki/Category:Mining_in_Cornwall
P,Mining,Category:Mining_ministers_of_Canada,https://en.wikipedia.org/wiki/Category:Mining_ministers_of_Canada
P,Mining,"Category:Ministers_of_Industries,_Energy_and_Mining_of_Uruguay","https://en.wikipedia.org/wiki/Category:Ministers_of_Industries,_Energy_and_Mining_of_Uruguay"
P,Mining,Category:Ministers_of_Mines_and_Energy_of_Colombia,https://en.wikipedia.org/wiki/Category:Ministers_of_Mines_and_Energy_of_Colombia
-,Mining,Category:New_Mexico_Institute_of_Mining_and_Technology_alumni,https://en.wikipedia.org/wiki/Category:New_Mexico_Institute_of_Mining_and_Technology_alumni
-,Mining,Category:New_Mexico_Institute_of_Mining_and_Technology_faculty,https://en.wikipedia.org/wiki/Category:New_Mexico_Institute_of_Mining_and_Technology_faculty
P,Mining,Category:New_Zealand_miners,https://en.wikipedia.org/wiki/Category:New_Zealand_miners
P,Mining,Category:Norwegian_mining_engineers,https://en.wikipedia.org/wiki/Category:Norwegian_mining_engineers
P,Mining,Category:Scottish_miners,https://en.wikipedia.org/wiki/Category:Scottish_miners
P,Mining,Category:Swedish_miners,https://en.wikipedia.org/wiki/Category:Swedish_miners
P,Mining,Category:Welsh_miners,https://en.wikipedia.org/wiki/Category:Welsh_miners
-,Monarchism,Category:Carlism,https://en.wikipedia.org/wiki/Category:Carlism
P,Monarchism,Category:French_monarchists,https://en.wikipedia.org/wiki/Category:French_monarchists
P,Monarchism,Category:German_monarchists,https://en.wikipedia.org/wiki/Category:German_monarchists
P,Monarchism,Category:Greek_monarchists,https://en.wikipedia.org/wiki/Category:Greek_monarchists
P,Monarchism,Category:Iranian_monarchists,https://en.wikipedia.org/wiki/Category:Iranian_monarchists
P,Monarchism,Category:Italian_monarchists,https://en.wikipedia.org/wiki/Category:Italian_monarchists
P,Monarchism,Category:Monarchists,https://en.wikipedia.org/wiki/Category:Monarchists
-,Mormonism,Category:1838_Mormon_War,https://en.wikipedia.org/wiki/Category:1838_Mormon_War
P,Mormonism,Category:19th-century_Mormon_missionaries,https://en.wikipedia.org/wiki/Category:19th-century_Mormon_missionaries
P,Mormonism,Category:20th-century_Mormon_missionaries,https://en.wikipedia.org/wiki/Category:20th-century_Mormon_missionaries
P,Mormonism,Category:21st-century_Mormon_missionaries,https://en.wikipedia.org/wiki/Category:21st-century_Mormon_missionaries
P,Mormonism,Category:Apostles_(LDS_Church),https://en.wikipedia.org/wiki/Category:Apostles_(LDS_Church)
P,Mormonism,Category:Apostles_of_the_Church_of_Christ_(Latter_Day_Saints),https://en.wikipedia.org/wiki/Category:Apostles_of_the_Church_of_Christ_(Latter_Day_Saints)
-,Mormonism,Category:Apostolic_United_Brethren,https://en.wikipedia.org/wiki/Category:Apostolic_United_Brethren
P,Mormonism,Category:Black_Mormons,https://en.wikipedia.org/wiki/Category:Black_Mormons
P,Mormonism,Category:Converts_to_Mormonism,https://en.wikipedia.org/wiki/Category:Converts_to_Mormonism
P,Mormonism,Category:Converts_to_Mormonism_from_Anglicanism,https://en.wikipedia.org/wiki/Category:Converts_to_Mormonism_from_Anglicanism
P,Mormonism,Category:Converts_to_Mormonism_from_Baptist_denominations,https://en.wikipedia.org/wiki/Category:Converts_to_Mormonism_from_Baptist_denominations
P,Mormonism,Category:Converts_to_Mormonism_from_Judaism,https://en.wikipedia.org/wiki/Category:Converts_to_Mormonism_from_Judaism
P,Mormonism,Category:Converts_to_Mormonism_from_Methodism,https://en.wikipedia.org/wiki/Category:Converts_to_Mormonism_from_Methodism
P,Mormonism,Category:Converts_to_Mormonism_from_Presbyterianism,https://en.wikipedia.org/wiki/Category:Converts_to_Mormonism_from_Presbyterianism
P,Mormonism,Category:Converts_to_Mormonism_from_Quakerism,https://en.wikipedia.org/wiki/Category:Converts_to_Mormonism_from_Quakerism
P,Mormonism,Category:Converts_to_Mormonism_from_Restoration_Movement_denominations,https://en.wikipedia.org/wiki/Category:Converts_to_Mormonism_from_Restoration_Movement_denominations
P,Mormonism,Category:Converts_to_Mormonism_from_Roman_Catholicism,https://en.wikipedia.org/wiki/Category:Converts_to_Mormonism_from_Roman_Catholicism
C,Mormonism,Category:Critics_of_Mormonism,https://en.wikipedia.org/wiki/Category:Critics_of_Mormonism
P,Mormonism,Category:Danites,https://en.wikipedia.org/wiki/Category:Danites
P,Mormonism,Category:Female_Mormon_missionaries,https://en.wikipedia.org/wiki/Category:Female_Mormon_missionaries
-,Mormonism,Category:History_of_the_Latter_Day_Saint_movement,https://en.wikipedia.org/wiki/Category:History_of_the_Latter_Day_Saint_movement
-,Mormonism,Category:Homosexuality_and_Mormonism,https://en.wikipedia.org/wiki/Category:Homosexuality_and_Mormonism
P,Mormonism,Category:Latter_Day_Saint_martyrs,https://en.wikipedia.org/wiki/Category:Latter_Day_Saint_martyrs
P,Mormonism,Category:LGBT_Latter_Day_Saints,https://en.wikipedia.org/wiki/Category:LGBT_Latter_Day_Saints
C,Mormonism,Category:Liberal_Party_(Utah)_politicians,https://en.wikipedia.org/wiki/Category:Liberal_Party_(Utah)_politicians
P,Mormonism,Category:Mormon_bloggers,https://en.wikipedia.org/wiki/Category:Mormon_bloggers
P,Mormonism,Category:Mormon_feminists,https://en.wikipedia.org/wiki/Category:Mormon_feminists
-,Mormonism,Category:Mormon_studies,https://en.wikipedia.org/wiki/Category:Mormon_studies
-,Mormonism,Category:Mormonism_and_Native_Americans,https://en.wikipedia.org/wiki/Category:Mormonism_and_Native_Americans
-,Mormonism,Category:Mormonism_and_polygamy,https://en.wikipedia.org/wiki/Category:Mormonism_and_polygamy
-,Mormonism,Category:Mormonism_and_race,https://en.wikipedia.org/wiki/Category:Mormonism_and_race
-,Mormonism,Category:Mormonism-related_controversies,https://en.wikipedia.org/wiki/Category:Mormonism-related_controversies
-,Mormonism,Category:Mountain_Meadows_massacre,https://en.wikipedia.org/wiki/Category:Mountain_Meadows_massacre
C,Mormonism,Category:Nauvoo_Expositor_publishers,https://en.wikipedia.org/wiki/Category:Nauvoo_Expositor_publishers
P,Mormonism,Category:Presidents_of_the_Church_(LDS_Church),https://en.wikipedia.org/wiki/Category:Presidents_of_the_Church_(LDS_Church)
P,Mormonism,Category:Presiding_Patriarchs_(LDS_Church),https://en.wikipedia.org/wiki/Category:Presiding_Patriarchs_(LDS_Church)
P,Mormonism,Category:Prophet-Presidents_of_the_Community_of_Christ,https://en.wikipedia.org/wiki/Category:Prophet-Presidents_of_the_Community_of_Christ
P,Mormonism,Category:Prophets_in_Mormonism,https://en.wikipedia.org/wiki/Category:Prophets_in_Mormonism
-,Mormonism,Category:Westboro_Baptist_Church,https://en.wikipedia.org/wiki/Category:Westboro_Baptist_Church
-,Multiculturalism,Category:Multicultural_feminism,https://en.wikipedia.org/wiki/Category:Multicultural_feminism
P,Nationalism,Category:19th_of_April_Movement_members,https://en.wikipedia.org/wiki/Category:19th_of_April_Movement_members
-,Nationalism,Category:2011_Norway_attacks,https://en.wikipedia.org/wiki/Category:2011_Norway_attacks
P,Nationalism,Category:Activists_of_the_Albanian_National_Awakening,https://en.wikipedia.org/wiki/Category:Activists_of_the_Albanian_National_Awakening
P,Nationalism,Category:African_and_Black_nationalists,https://en.wikipedia.org/wiki/Category:African_and_Black_nationalists
P,Nationalism,Category:African_Party_for_the_Independence_of_Guinea_and_Cape_Verde_politicians,https://en.wikipedia.org/wiki/Category:African_Party_for_the_Independence_of_Guinea_and_Cape_Verde_politicians
P,Nationalism,Category:Afrikaner_nationalists,https://en.wikipedia.org/wiki/Category:Afrikaner_nationalists
-,Nationalism,Category:Air_India_Flight_182,https://en.wikipedia.org/wiki/Category:Air_India_Flight_182
P,Nationalism,Category:Albanian_nationalists,https://en.wikipedia.org/wiki/Category:Albanian_nationalists
P,Nationalism,Category:All-for-Ireland_League_MPs,https://en.wikipedia.org/wiki/Category:All-for-Ireland_League_MPs
P,Nationalism,Category:American_neo-Nazis,https://en.wikipedia.org/wiki/Category:American_neo-Nazis
P,Nationalism,Category:American_white_nationalists,https://en.wikipedia.org/wiki/Category:American_white_nationalists
P,Nationalism,Category:Anti-Fascist_People's_Freedom_League_politicians,https://en.wikipedia.org/wiki/Category:Anti-Fascist_People's_Freedom_League_politicians
P,Nationalism,Category:Anti-globalism_activists,https://en.wikipedia.org/wiki/Category:Anti-globalism_activists
P,Nationalism,Category:Anti-Revolutionary_Party_politicians,https://en.wikipedia.org/wiki/Category:Anti-Revolutionary_Party_politicians
P,Nationalism,Category:Arab_nationalist_heads_of_state,https://en.wikipedia.org/wiki/Category:Arab_nationalist_heads_of_state
P,Nationalism,Category:Arab_nationalist_military_personnel,https://en.wikipedia.org/wiki/Category:Arab_nationalist_military_personnel
P,Nationalism,Category:Arab_nationalist_politicians,https://en.wikipedia.org/wiki/Category:Arab_nationalist_politicians
P,Nationalism,Category:Arab_nationalist_thinkers,https://en.wikipedia.org/wiki/Category:Arab_nationalist_thinkers
P,Nationalism,Category:Arab_Socialist_Ba'ath_Party_%E2%80%93_Iraq_Region_politicians,https://en.wikipedia.org/wiki/Category:Arab_Socialist_Ba'ath_Party_%E2%80%93_Iraq_Region_politicians
P,Nationalism,Category:Arab_Socialist_Ba'ath_Party_%E2%80%93_Syria_Region_politicians,https://en.wikipedia.org/wiki/Category:Arab_Socialist_Ba'ath_Party_%E2%80%93_Syria_Region_politicians
P,Nationalism,Category:Arab_Socialist_Union_(Egypt)_politicians,https://en.wikipedia.org/wiki/Category:Arab_Socialist_Union_(Egypt)_politicians
-,Nationalism,Category:Armenian_Genocide,https://en.wikipedia.org/wiki/Category:Armenian_Genocide
P,Nationalism,Category:Armenian_Revolutionary_Federation_politicians,https://en.wikipedia.org/wiki/Category:Armenian_Revolutionary_Federation_politicians
